date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:26	65874/65874	---M--	200	added ('OK')	image/jpeg	etag:W/%22a0cbe905aa7c0542e0ceb3166e3329ca%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824dde4b08c62b9d198c7/1448617185732/10857361_1586100761639227_160778170101673489_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824dde4b08c62b9d198c7/1448617185732/10857361_1586100761639227_160778170101673489_o.jpg	(from http://www.dilseeducationfoundation.org/)
12:59:34	108910/108910	---M--	200	added ('OK')	image/jpeg	etag:W/%22352439b7a67445ff02308a18e98a77b3%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824dfe4b0c377c457f85f/1448617185960/10872839_1615146745401295_1001523811060892656_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824dfe4b0c377c457f85f/1448617185960/10872839_1615146745401295_1001523811060892656_o.jpg	(from http://www.dilseeducationfoundation.org/)
12:59:46	67404/67404	---M--	200	added ('OK')	image/jpeg	etag:W/%225637928084aa95113116849237616657%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e0e4b08c62b9d198d0/1448617187652/10982163_1544984642417506_3115262924040518206_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e0e4b08c62b9d198d0/1448617187652/10982163_1544984642417506_3115262924040518206_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:06	122827/122827	---M--	200	added ('OK')	image/jpeg	etag:W/%22a33d3f4a464ce006a7af711142341ee1%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e0e4b0c377c457f870/1448617192459/10989250_1587953151453988_6128119095068709655_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e0e4b0c377c457f870/1448617192459/10989250_1587953151453988_6128119095068709655_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:15	408998/408998	---M--	200	added ('OK')	image/jpeg	etag:W/%220211fa385e2c96004ef2258593167b30%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/575bea6c59827eb21b715981/1465641616211/DSC_0270.JPG	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/575bea6c59827eb21b715981/1465641616211/DSC_0270.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:22	426398/426398	---M--	200	added ('OK')	image/jpeg	etag:W/%224350f4cac996783f6175d839832ed484%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/575bf001a3360c42959a90da/1465643040645/_DSC7175.JPG	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/575bf001a3360c42959a90da/1465643040645/_DSC7175.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:22	96450/96450	---M--	200	added ('OK')	image/jpeg	etag:W/%227d19ab384beb328fa5a49d9d9fed0012%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e2e4b08c62b9d198d5/1448617190465/10991562_1544985029084134_1045245914686296353_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e2e4b08c62b9d198d5/1448617190465/10991562_1544985029084134_1045245914686296353_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:28	79326/79326	---M--	200	added ('OK')	image/jpeg	etag:W/%22c2cf1117b1809071c73e38932c32e035%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e5e4b08c62b9d198e9/1448617193895/10997185_1544984682417502_4883519049040325587_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e5e4b08c62b9d198e9/1448617193895/10997185_1544984682417502_4883519049040325587_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:34	69665/69665	---M--	200	added ('OK')	image/jpeg	etag:W/%224a76341b9b6dfe027366e92851e86f26%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e6e4b0c377c457f884/1448617193703/11004635_1544984355750868_3236068733463902189_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e6e4b0c377c457f884/1448617193703/11004635_1544984355750868_3236068733463902189_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:39	66824/66824	---M--	200	added ('OK')	image/jpeg	etag:W/%220adda93e317da6230b740bb4c520ff6c%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e7e4b08c62b9d198f3/1448617194973/11017681_1544984629084174_7828197629788854909_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e7e4b08c62b9d198f3/1448617194973/11017681_1544984629084174_7828197629788854909_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:43	123553/123553	---M--	200	added ('OK')	image/jpeg	etag:W/%2275415168b99119cc6b8425a45f056889%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824dde4b0c377c457f85b/1448617184868/10661871_1587953858120584_2827500221986759662_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824dde4b0c377c457f85b/1448617184868/10661871_1587953858120584_2827500221986759662_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:45	506189/506189	---M--	200	added ('OK')	image/jpeg	etag:W/%2216c342408f5f6fc29cf5da6e1876f169%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/575bea7e22482ea137066b52/1465641646634/DSC_0276.JPG	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/575bea7e22482ea137066b52/1465641646634/DSC_0276.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:46	37014/37014	---M--	200	added ('OK')	image/jpeg	etag:W/%22eea8cd40edc712e1cfae787745e614de%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e9e4b08c62b9d19909/1448617196003/11053884_1587936258122344_6210918857373572079_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e9e4b08c62b9d19909/1448617196003/11053884_1587936258122344_6210918857373572079_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:51	102420/102420	---M--	200	added ('OK')	image/jpeg	etag:W/%22276be84e71e16c5ef6c3f68336259ef4%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e8e4b0c377c457f89e/1448617196090/11040405_1603795403203096_1161308674231902278_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824e8e4b0c377c457f89e/1448617196090/11040405_1603795403203096_1161308674231902278_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:56	82936/82936	---M--	200	added ('OK')	image/jpeg	etag:W/%221f296b04830aaf8d57410919325450fa%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824eae4b0c668da556bed/1448617201444/11112748_1581958715386765_3278657166454715777_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824eae4b0c668da556bed/1448617201444/11112748_1581958715386765_3278657166454715777_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:00:57	72426/72426	---M--	200	added ('OK')	image/jpeg	etag:W/%224f2b02f409b50172e2e9dc747ba28cd1%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824ebe4b0c377c457f8b8/1448617198847/11148363_1587936654788971_1343061339542739775_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824ebe4b0c377c457f8b8/1448617198847/11148363_1587936654788971_1343061339542739775_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:00	83229/83229	---M--	200	added ('OK')	image/jpeg	etag:W/%220f4bcb0addcec30a9e297d04cf5dff9b%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824ede4b0c377c457f8bd/1448617206124/11212100_1587945421454761_3729213809258531657_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824ede4b0c377c457f8bd/1448617206124/11212100_1587945421454761_3729213809258531657_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:02	9289/9289	---M--	200	added ('OK')	image/jpeg	etag:W/%228c41a0cbdf22bf0206689376ebcf04db%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824f8e4b0c377c457f8e0/1448617208958/11391775_1586100754972561_3653955036605137813_n.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824f8e4b0c377c457f8e0/1448617208958/11391775_1586100754972561_3653955036605137813_n.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:07	98328/98328	---M--	200	added ('OK')	image/jpeg	etag:W/%22756fd3921466bc0c3d038d25099698a4%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824efe4b0c668da556c00/1448617207621/11217591_1587954464787190_5744110775748811724_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824efe4b0c668da556c00/1448617207621/11217591_1587954464787190_5744110775748811724_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:07	66375/66375	---M--	200	added ('OK')	image/jpeg	etag:W/%2268c14a25f7095d503a1f7ea4ecc14c59%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824f5e4b0c377c457f8dd/1448617209486/11270551_1581960068719963_379489817278866718_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824f5e4b0c377c457f8dd/1448617209486/11270551_1581960068719963_379489817278866718_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:09	74676/74676	---M--	200	added ('OK')	image/jpeg	etag:W/%2216fc4c2762fad9062dde2914b616c614%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824f6e4b0c668da556c15/1448617213039/11337051_1581969078719062_705030333425922341_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824f6e4b0c668da556c15/1448617213039/11337051_1581969078719062_705030333425922341_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:12	65791/65791	---M--	200	added ('OK')	image/jpeg	etag:W/%227aa62c7f3b534db97a0bd738cd3b5883%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824f9e4b0c377c457f8e2/1448617218081/11392908_1587946378121332_8946721731907241545_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/565824f9e4b0c377c457f8e2/1448617218081/11392908_1587946378121332_8946721731907241545_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:23	83932/83932	---M--	200	added ('OK')	image/jpeg	etag:W/%224aeb1eac445b0c4d169a98a63adb813a%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/56582502e4b0c668da556c2a/1448617221975/11411995_1595208520728451_4291798172723692660_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/56582502e4b0c668da556c2a/1448617221975/11411995_1595208520728451_4291798172723692660_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:24	99491/99491	---M--	200	added ('OK')	image/jpeg	etag:W/%22a35d2a8873e429fb27aa491c520cb22b%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/56582500e4b0c377c457f8ff/1448617221032/11406712_1586101128305857_6313350699829140615_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/56582500e4b0c377c457f8ff/1448617221032/11406712_1586101128305857_6313350699829140615_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:26	78005/78005	---M--	200	added ('OK')	image/jpeg	etag:W/%22863dcf2853d17ef354c7ac07ffe117cc%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/56582503e4b0c377c457f915/1448617222468/11412054_1595208604061776_313568855053145161_o.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/56582503e4b0c377c457f915/1448617222468/11412054_1595208604061776_313568855053145161_o.jpg	(from http://www.dilseeducationfoundation.org/)
13:01:26	18538/18538	---M--	200	added ('OK')	image/jpeg	etag:W/%22501fb44f95fb0792cbf76aa4a0f84937%22	http://static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/56582504e4b0c668da556c40/1448617221032/11692567_1594681150781188_8806239302450285693_n.jpg	D:/DilSe/DilSeFoundation/static1.squarespace.com/static/562b4e05e4b02f107e1371ef/565824dde4b0fad364e2b066/56582504e4b0c668da556c40/1448617221032/11692567_1594681150781188_8806239302450285693_n.jpg	(from http://www.dilseeducationfoundation.org/)
